fecha,variedad,colaborador,gramos,plantas,supervisor,sucursal,lote,motivo,maceta,variedad_mix,cliente,no_aplicacion,tipo
2026-01-13,BANANA LATTE,KEF,43,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-13,AK-47,KEF,35,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-13,WEDDING CAKE,KEF,45,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-13,WEDDING CAKE,KEF,46,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-12,AK-47,NRQ,43,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-15,AK-47,JR,46,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-13,BANANA LATTE,JR,54,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-15,RED RED WINE,JR,52,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-16,KANDY KUSH,,-10,0,DRE,SMB,L1 - SMB,venta,,,DRE,,Salida
2026-01-16,WEDDING CAKE,,-5,0,DRE,RP,L1 - RP,venta,,,YO,,Salida
2026-01-17,AK-47,JR,38,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-17,BANANA LATTE,JR,53,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-18,RED RED WINE,,-10,0,DRE,SMB,L1 - SMB,venta,,,DRE,,Salida
2026-01-19,BANANA LATTE,LE,35,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-19,BANANA LATTE,LE,51,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-19,BANANA LATTE,LE,32,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-19,WEDDING CAKE,JR,66,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-19,BANANA LATTE,JR,53,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-19,WEDDING CAKE,LE,71,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-19,BANANA LATTE,NRQ,50,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-20,BANANA LATTE,NRQ,58,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-19,MOZZARELLA,AX,38,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-17,WEDDING CAKE,,-15,0,DRE,SMB,L2 - SMB,venta,,,lalo,,Salida
2026-01-20,AK-47,JR,44,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-20,BANANA LATTE,JR,54,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-20,BANANA LATTE,JR,53,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-20,AK-47,NRQ,58,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-20,AK-47,NRQ,23,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-20,BANANA LATTE,NRQ,29,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-20,KOSHER KUSH,JR,56,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-20,KOSHER KUSH,JR,77,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-21,KANDY KUSH,KEF,36,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,BANANA LATTE,NRQ,37,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,RED RED WINE,NRQ,34,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,RED RED WINE,CHCH,29,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,KANDY KUSH,CHCH,31,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,KANDY KUSH,CHCH,33,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,MOZZARELLA,CHCH,34,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,MOZZARELLA,CHCH,54,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,MOZZARELLA,CHCH,42,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,BANANA LATTE,CHCH,47,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,BANANA LATTE,CHCH,50,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,MOZZARELLA,KEF,24,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,BANANA LATTE,KEF,48,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,KANDY KUSH,KEF,28,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,AK-47,KEF,30,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,AK-47,KEF,31,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,BANANA LATTE,JP,28,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,RED RED WINE,KEF,26,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,MOZZARELLA,KEF,31,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,MICHAEL JORDAN,JR,48,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,RED RED WINE,JR,37,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,AK-47,JR,27,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-21,RED RED WINE,JR,13,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-22,AK-47,AX,31,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-22,AK-47,JCK,27,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-22,AK-47,JR,41,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-22,AK-47,JCK,40,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-22,KANDY KUSH,CHCH,45,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-22,WEDDING CAKE,CHCH,52,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-22,MICHAEL JORDAN,CHCH,45,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-22,KOSHER KUSH,CHCH,53,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-22,RED RED WINE,JCK,47,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-22,RED RED WINE,JCK,41,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-22,AK-47,JR,40,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-22,KANDY KUSH,JR,40,1,DRE,SMB,L1 - SMB,trim,,,,,Entrada
2026-01-23,WEDDING CAKE,,-58,0,DRE,FSM,L2 - FSM,mix,,,,,Salida
2026-01-23,MIX,,58,0,DRE,FSM,L2 - FSM,mix,,WEDDING CAKE,,,Entrada
2026-01-24,BANANA LATTE,,-42,0,DRE,SMB,L2 - SMB,mix,,,,,Salida
2026-01-24,MIX,,42,0,DRE,SMB,L2 - SMB,mix,,BANANA LATTE,,,Entrada
2026-01-24,WEDDING CAKE,,-51,0,DRE,SMB,L2 - SMB,mix,,,,,Salida
2026-01-24,MIX,,51,0,DRE,SMB,L2 - SMB,mix,,WEDDING CAKE,,,Entrada
2026-01-24,BANANA LATTE,,-36,0,DRE,RP,L3 - RP,mix,,,,,Salida
2026-01-24,MIX,,36,0,DRE,RP,L3 - RP,mix,,BANANA LATTE,,,Entrada
2026-01-24,WEDDING CAKE,,-38,0,DRE,RP,L3 - RP,mix,,,,,Salida
2026-01-24,MIX,,38,0,DRE,RP,L3 - RP,mix,,WEDDING CAKE,,,Entrada
2026-01-26,WEDDING CAKE,,-15,0,DRE,SMB,L2 - SMB,venta,,,lalo,,Salida
2026-01-23,RED RED WINE,JCK,15,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,WEDDING CAKE,JP,40,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,AK-47,JCK,11,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,WEDDING CAKE,JCK,35,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,AK-47,NRQ,50,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,AK-47,JCK,27,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,RED RED WINE,NRQ,20,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,RED RED WINE,JCK,24,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,RED RED WINE,JP,13,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,RED RED WINE,JP,28,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,MOZZARELLA,JR,63,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,RED RED WINE,JR,21,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,AK-47,AX,27,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,AK-47,JR,45,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,RED RED WINE,JCK,28,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,AK-47,JCK,23,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-23,RED RED WINE,JCK,25,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-24,RED RED WINE,JR,55,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-24,AK-47,JCK,32,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-24,AK-47,JR,36,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-24,RED RED WINE,JCK,40,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-22,RED RED WINE,,-140,0,DRE,SMB,L2 - SMB,pre-rolls,,,,,Salida
2026-01-22,KANDY KUSH,,-51,0,DRE,RP,L2 - RP,traslado,,,,,Salida
2026-01-22,KANDY KUSH,,51,0,DRE,SMB,L2 - SMB,traslado,,,,,Entrada
2026-01-22,KANDY KUSH,,-140,0,DRE,SMB,L2 - SMB,pre-rolls,,,,,Salida
2026-01-23,MIX,,58,0,DRE,FSM,L2 - FSM,mix,,BANANA LATTE,,,Entrada
2026-01-24,AK-47,JR,36,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-24,MOZZARELLA,,-8,0,DRE,SMB,L2 - SMB,venta,,,ABOGADA,,Salida
2026-01-24,WEDDING CAKE,,-8,0,DRE,SMB,L2 - SMB,venta,,,ABOGADA,,Salida
2026-01-24,BANANA LATTE,,-8,0,DRE,RP,L2 - RP,venta,,,ABOGADA,,Salida
2026-01-24,AK-47,,-8,0,DRE,RP,L2 - RP,venta,,,ABOGADA,,Salida
2026-01-24,RED RED WINE,,-8,0,DRE,RP,L2 - RP,venta,,,ABOGADA,,Salida
2026-01-26,KANDY KUSH,,-165,0,DRE,SMB,L2 - SMB,traslado,,,,,Salida
2026-01-26,MICHAEL JORDAN,,165,0,DRE,SMB,L2 - SMB,traslado,,,,,Entrada
2026-01-26,AK-47,JCK,8,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-26,RED RED WINE,JCK,10,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-26,AK-47,JCK,12,1,DRE,FSM,L2 - FSM,trim,,,,,Entrada
2026-01-26,MOZZARELLA,AX,44,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-26,MOZZARELLA,JCK,38,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-27,RED RED WINE,JCK,20,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-27,RED RED WINE,JCK,28,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-27,AK-47,JR,41,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-27,KANDY KUSH,JCK,33,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-28,AK-47,KEF,41,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,ORANGEL,KEF,23,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,KEF,20,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,KEF,47,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,JCK,18,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,JCK,32,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,JCK,15,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,AX,38,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,AX,28,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,JP,27,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,NRQ,18,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,NRQ,32,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,NRQ,16,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-28,AK-47,JP,32,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-01-29,WEDDING CAKE,,-9,0,DRE,SMB,L2 - SMB,venta,,,Evento Cata,,Salida
2026-01-29,MOZZARELLA,,-7,0,DRE,SMB,L2 - SMB,venta,,,Evento Cata,,Salida
2026-01-29,RED RED WINE,,-10,0,DRE,RP,L2 - RP,venta,,,Evento Cata,,Salida
2026-01-29,MICHAEL JORDAN,,-8,0,DRE,SMB,L2 - SMB,venta,,,Evento Cata,,Salida
2026-01-29,AK-47,,-9,0,DRE,RP,L2 - RP,venta,,,Evento Cata,,Salida
2026-01-29,BANANA LATTE,,-7,0,DRE,SMB,L2 - SMB,venta,,,Evento Cata,,Salida
2026-01-31,RED RED WINE,JCK,58,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-31,WEDDING CAKE,NRQ,50,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-31,RED RED WINE,JR,47,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-31,RED RED WINE,AX,33,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-31,RED RED WINE,JCK,37,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-01-31,AK-47,JCK,22,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-31,AK-47,JCK,26,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-31,RED RED WINE,JCK,18,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-31,AK-47,LE,38,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-31,KANDY KUSH,,26,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-31,KANDY KUSH,AX,31,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-31,KANDY KUSH,JR,30,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-31,AK-47,,45,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-31,MOZZARELLA,,54,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-31,RED RED WINE,JP,44,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-01-31,RED RED WINE,JP,52,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-02,KANDY KUSH,KEF,32,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,BANANA LATTE,KEF,40,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,BANANA LATTE,KEF,26,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,BANANA LATTE,KEF,50,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,BANANA LATTE,KEF,42,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,BANANA LATTE,KEF,39,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,BANANA LATTE,KEF,33,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,KANDY KUSH,KEF,23,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,AK-47,JCK,29,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,KANDY KUSH,JCK,23,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,BANANA LATTE,JCK,43,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,BANANA LATTE,JCK,30,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,BANANA LATTE,JCK,44,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,AK-47,JCK,27,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-02,BANANA LATTE,JCK,52,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-03,RED RED WINE,,31,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-03,RED RED WINE,,35,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-03,RED RED WINE,,32,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-03,WEDDING CAKE,,42,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-03,BANANA LATTE,JCK,35,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-03,BANANA LATTE,JCK,38,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-05,RED RED WINE,JP,35,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-05,RED RED WINE,JP,36,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-05,RECON,JCK,28,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-05,KANDY KUSH,AX,33,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,KANDY KUSH,AX,30,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,AK-47,NRQ,24,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,AK-47,NRQ,37,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,AK-47,KEF,29,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,AK-47,KEF,27,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,AK-47,KEF,31,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,KANDY KUSH,KEF,23,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,KANDY KUSH,JCK,25,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,AK-47,JCK,29,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,AK-47,JCK,35,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-06,BANANA LATTE,KEF,76,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-06,KANDY KUSH,AX,46,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-07,AK-47,NRQ,32,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-07,AK-47,NRQ,42,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-07,AK-47,AX,25,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-07,AK-47,JP,35,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-07,RED RED WINE,JCK,27,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-07,AK-47,JCK,21,1,DRE,SMB,L2 - SMB,trim,,,,,Entrada
2026-02-07,BANANA LATTE,NRQ,53,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-07,BANANA LATTE,NRQ,70,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-07,KANDY KUSH,JCK,30,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-02,WEDDING CAKE,,-15,0,DRE,SMB,L2 - SMB,venta,,,LALO,,Salida
2026-02-04,MICHAEL JORDAN,,-7,0,DRE,SMB,L2 - SMB,venta,,,PRUEBAS MAYOREO,,Salida
2026-02-04,AK-47,,-7,0,DRE,SMB,L2 - SMB,venta,,,PRUEBAS MAYOREO,,Salida
2026-02-04,BANANA LATTE,,-7,0,DRE,SMB,L2 - SMB,venta,,,PRUEBAS MAYOREO,,Salida
2026-02-04,WEDDING CAKE,,-7,0,DRE,FSM,L2 - FSM,venta,,,PRUEBAS MAYOREO,,Salida
2026-02-04,MOZZARELLA,,-7,0,DRE,FSM,L2 - FSM,venta,,,PRUEBAS MAYOREO,,Salida
2026-02-04,RED RED WINE,,-7,0,DRE,FSM,L2 - FSM,venta,,,PRUEBAS MAYOREO,,Salida
2026-02-10,MOZZARELLA,KEF,68,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-10,AK-47,KEF,44,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-10,MOZZARELLA,KEF,67,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-10,WEDDING CAKE,JCK,61,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-10,MOZZARELLA,NRQ,66,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-11,MICHAEL JORDAN,KEF,32,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-11,KANDY KUSH,KEF,36,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-11,KANDY KUSH,KEF,44,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-11,MICHAEL JORDAN,KEF,48,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-11,BANANA LATTE,KEF,64,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-11,BANANA LATTE,KEF,57,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-11,BANANA LATTE,KEF,50,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-11,MICHAEL JORDAN,JCK,48,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-11,RED RED WINE,JCK,64,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-11,MOZZARELLA,JCK,72,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-11,BANANA LATTE,JCK,81,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-11,RED RED WINE,NRQ,49,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-11,WEDDING CAKE,NRQ,41,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-12,BANANA LATTE,NRQ,66,1,DRE,SMB,L3 - SMB,trim,Maceta grande,,,,Entrada
2026-02-12,RED RED WINE,JCK,31,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-12,KANDY KUSH,JCK,41,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-14,RED RED WINE,AX,36,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-14,BANANA LATTE,JCK,38,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-14,RED RED WINE,JCK,35,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-14,BANANA LATTE,JP,38,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-14,BANANA LATTE,AX,37,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-14,RED RED WINE,JCK,37,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-10,WEDDING CAKE,,-15,0,DRE,SMB,L2 - SMB,venta,,,LALO,,Salida
2026-02-04,RED RED WINE,,-4,0,DRE,SMB,L2 - SMB,venta,,,REUNION ABOGADA,,Salida
2026-02-14,BANANA LATTE,,-4,0,DRE,SMB,L2 - SMB,venta,,,REUNION ABOGADA,,Salida
2026-02-16,KANDY KUSH,,33,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-16,KANDY KUSH,,20,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-19,KANDY KUSH,,41,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-16,KANDY KUSH,,28,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-16,KANDY KUSH,,32,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-18,WEDDING CAKE,,-8,0,DRE,SMB,L2 - SMB,venta,,,ABOGADA,,Salida
2026-02-18,AK-47,,-8,0,DRE,SMB,L2 - SMB,venta,,,ABOGADA,,Salida
2026-02-18,BANANA LATTE,,-8,0,DRE,SMB,L2 - SMB,venta,,,ABOGADA,,Salida
2026-02-18,RED RED WINE,,-8,0,DRE,SMB,L2 - SMB,venta,,,ABOGADA,,Salida
2026-02-18,MOZZARELLA,,-8,0,DRE,SMB,L2 - SMB,venta,,,ABOGADA,,Salida
2026-02-16,KANDY KUSH,,20,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-16,KANDY KUSH,,33,1,DRE,FSM,L3 - FSM,trim,,,,,Entrada
2026-02-18,MICHAEL JORDAN,JCK,48,1,DRE,FSM,L4 - FSM,trim,Maceta grande,,,,Entrada
2026-02-18,RECON,JCK,61,1,DRE,FSM,L4 - FSM,trim,Maceta chica,,,,Entrada
2026-02-18,MICHAEL JORDAN,JCK,32,1,DRE,FSM,L4 - FSM,trim,Maceta chica,,,,Entrada
2026-02-18,MICHAEL JORDAN,JCK,50,1,DRE,FSM,L4 - FSM,trim,Maceta chica,,,,Entrada
2026-02-18,MICHAEL JORDAN,JCK,28,1,DRE,FSM,L4 - FSM,trim,Maceta grande,,,,Entrada
2026-02-20,BANANA LATTE,JCK,66,1,DRE,FSM,L4 - FSM,trim,Maceta grande,,,,Entrada
2026-02-20,BANANA LATTE,JCK,66,1,DRE,FSM,L4 - FSM,trim,Maceta grande,,,,Entrada
2026-02-20,MICHAEL JORDAN,JCK,36,1,DRE,FSM,L4 - FSM,trim,Maceta chica,,,,Entrada
2026-02-20,MICHAEL JORDAN,JCK,50,1,DRE,FSM,L4 - FSM,trim,Maceta grande,,,,Entrada
2026-02-20,MICHAEL JORDAN,JCK,60,1,DRE,FSM,L4 - FSM,trim,Maceta grande,,,,Entrada
2026-02-20,MICHAEL JORDAN,JCK,53,1,DRE,FSM,L4 - FSM,trim,Maceta grande,,,,Entrada
2026-02-21,AK-47,JCK,51,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-21,AK-47,JCK,47,1,DRE,SMB,L3 - SMB,trim,Maceta chica,,,,Entrada
2026-02-17,BANANA LATTE,JCK,24,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-17,BANANA LATTE,JCK,61,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-17,BANANA LATTE,JCK,49,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-17,BANANA LATTE,JCK,21,1,DRE,RP,L3 - RP,trim,,,,,Entrada
2026-02-17,BANANA LATTE,JCK,37,1,DRE,RP,L3 - RP,trim,,,,,Entrada
